MSSV,FullName,ClassCode,DateOfBirth,Hometown,Gender,AdmissionMethod,AdmissionScore,Email,PhoneNumber,Address,Major,Department,AcademicStatus,EnrollmentYear,GPA,AccumulatedCredits,Advisor
20259338,Ho Tuan Tuan,CNPM01-K68,27/05/2004,Quang Nam,Nam,Tuyen thang,28.1,20259338@sis.hust.edu.vn,0996243787,So 14 Pho Chua Boc - Quang Nam,Dien tu vien thong,Khoa Vien thong,Bao luu,2022,3.17,7,Nguyen Van A
20259339,Hoang Xuan Huy,CTTT02-K68,05/06/2007,Nghe An,Nam,Diem thi THPT,27.9,20259339@sis.hust.edu.vn,0971303387,So 40 Pho Chua Boc - Nghe An,An toan thong tin,Truong CNTT&TT,Dang hoc,2025,2.46,47,Nguyen Van A
20259340,Vu Tuan Quan,CTTT02-K68,17/11/2007,Thanh Hoa,Nu,Danh gia nang luc,27.5,20259340@sis.hust.edu.vn,0982767169,So 92 Pho Chua Boc - Thanh Hoa,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,2.85,9,Hoang Duc E
20259341,Ly Anh Tuan,DTVT01-K68,26/05/2004,TP HCM,Nu,Hoc ba,21.7,20259341@sis.hust.edu.vn,0913384467,So 26 Pho Chua Boc - TP HCM,An toan thong tin,Truong CNTT&TT,Dang hoc,2022,2.39,130,Hoang Duc E
20259342,Dang Hai Anh,KHMT01-K67,12/06/2005,Ha Tinh,Nam,Danh gia nang luc,25.9,20259342@sis.hust.edu.vn,0942062565,So 58 Pho Chua Boc - Ha Tinh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,3.77,81,Pham Minh D
20259343,Le Minh Dong,DTVT01-K68,27/03/2005,Can Tho,Nam,Hoc ba,25.6,20259343@sis.hust.edu.vn,0946161751,So 57 Pho Chua Boc - Can Tho,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,2.78,103,Pham Minh D
20259344,Tran Quoc Viet,HTTT01-K68,25/10/2006,Ha Noi,Nam,Tuyen thang,28.5,20259344@sis.hust.edu.vn,0937529266,So 84 Pho Chua Boc - Ha Noi,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2024,2.39,7,Pham Minh D
20259345,Ho Van Viet,KHMT02-K68,17/11/2005,Can Tho,Nam,Hoc ba,28.7,20259345@sis.hust.edu.vn,0952341355,So 134 Pho Chua Boc - Can Tho,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,2.97,130,Tran Thi B
20259346,Bui Quoc Khoa,CTTT02-K68,24/04/2007,Ha Tinh,Nu,Hoc ba,27.5,20259346@sis.hust.edu.vn,0988804480,So 19 Pho Chua Boc - Ha Tinh,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2025,1.74,131,Hoang Duc E
20259347,Ngo Anh Dong,KHMT02-K68,05/11/2004,Ha Tinh,Nu,Danh gia nang luc,28.3,20259347@sis.hust.edu.vn,0984759687,So 25 Pho Chua Boc - Ha Tinh,Dien tu vien thong,Khoa Vien thong,Canh cao,2022,3.58,78,Pham Minh D
20259348,Nguyen Duc Cuong,CNPM02-K67,25/08/2005,Thanh Hoa,Nu,Hoc ba,23.9,20259348@sis.hust.edu.vn,0931339229,So 44 Pho Chua Boc - Thanh Hoa,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,1.16,132,Pham Minh D
20259349,Nguyen Thi Oanh,DTVT01-K68,08/07/2007,Can Tho,Nu,Danh gia nang luc,27.2,20259349@sis.hust.edu.vn,0946656715,So 91 Pho Chua Boc - Can Tho,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2025,3.89,139,Hoang Duc E
20259350,Hoang Thi Hanh,ATTT03-K68,05/12/2006,Nam Dinh,Nu,Tuyen thang,20.4,20259350@sis.hust.edu.vn,0979079865,So 75 Pho Chua Boc - Nam Dinh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,1.69,150,Le Van C
20259351,Dang Tuan Viet,CNPM01-K68,07/08/2007,Nghe An,Nam,Tuyen thang,27,20259351@sis.hust.edu.vn,0913122449,So 93 Pho Chua Boc - Nghe An,He thong thong tin,Truong CNTT&TT,Bao luu,2025,1.09,141,Hoang Duc E
20259352,Tran Minh Anh,KHMT01-K67,20/10/2007,TP HCM,Nu,Tuyen thang,27.7,20259352@sis.hust.edu.vn,0998671951,So 47 Pho Chua Boc - TP HCM,He thong thong tin,Truong CNTT&TT,Canh cao,2025,1.28,55,Nguyen Van A
20259353,Dang Minh Tuan,CTTT02-K68,26/01/2005,Ha Noi,Nu,Hoc ba,29.1,20259353@sis.hust.edu.vn,0998453632,So 91 Pho Chua Boc - Ha Noi,An toan thong tin,Truong CNTT&TT,Dang hoc,2023,3.59,82,Nguyen Van A
20259354,Tran Thanh Hung,DTVT01-K68,04/11/2006,Bac Ninh,Nu,Tuyen thang,20,20259354@sis.hust.edu.vn,0920782245,So 79 Pho Chua Boc - Bac Ninh,Ky thuat may tinh,Khoa Dien tu,Bao luu,2024,1.81,87,Pham Minh D
20259355,Dang Quoc Binh,CNPM01-K68,22/11/2005,Da Nang,Nu,Hoc ba,27.9,20259355@sis.hust.edu.vn,0973887119,So 107 Pho Chua Boc - Da Nang,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,2.17,40,Le Van C
20259356,Phan Ngoc Hanh,KHMT02-K68,26/07/2007,Thai Binh,Nam,Diem thi THPT,22.1,20259356@sis.hust.edu.vn,0994684009,So 14 Pho Chua Boc - Thai Binh,Ky thuat may tinh,Khoa Dien tu,Bao luu,2025,3.53,111,Hoang Duc E
20259357,Tran Quoc Hai,CNPM01-K68,08/08/2005,Hue,Nu,Danh gia nang luc,22.6,20259357@sis.hust.edu.vn,0977342305,So 96 Pho Chua Boc - Hue,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,2.28,77,Le Van C
20259358,Ngo Minh Dong,KHMT01-K67,24/06/2007,Quang Ninh,Nu,Hoc ba,21.1,20259358@sis.hust.edu.vn,0966205038,So 88 Pho Chua Boc - Quang Ninh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2025,1.07,34,Hoang Duc E
20259359,Vu Xuan Trang,CNPM01-K68,01/08/2006,Can Tho,Nam,Tuyen thang,28.8,20259359@sis.hust.edu.vn,0919538821,So 96 Pho Chua Boc - Can Tho,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2024,1.66,2,Hoang Duc E
20259360,Nguyen Ngoc Hai,DTVT01-K68,09/10/2004,Ha Noi,Nam,Tuyen thang,24.4,20259360@sis.hust.edu.vn,0941219568,So 130 Pho Chua Boc - Ha Noi,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2022,1.48,11,Pham Minh D
20259361,Do Minh Tuan,KHMT01-K67,11/11/2007,Da Nang,Nam,Diem thi THPT,20.5,20259361@sis.hust.edu.vn,0984814555,So 17 Pho Chua Boc - Da Nang,An toan thong tin,Truong CNTT&TT,Dang hoc,2025,1.98,109,Pham Minh D
20259362,Duong Duy Hai,KHMT01-K67,07/03/2007,Bac Ninh,Nu,Danh gia nang luc,21.9,20259362@sis.hust.edu.vn,0955947919,So 54 Pho Chua Boc - Bac Ninh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,3.35,51,Tran Thi B
20259363,Bui Duc Oanh,KHMT01-K67,11/09/2004,Quang Ninh,Nam,Hoc ba,25,20259363@sis.hust.edu.vn,0969034867,So 144 Pho Chua Boc - Quang Ninh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,2.33,64,Hoang Duc E
20259364,Duong Ngoc Phong,ATTT03-K68,25/06/2004,Ha Tinh,Nu,Hoc ba,24.4,20259364@sis.hust.edu.vn,0938710153,So 21 Pho Chua Boc - Ha Tinh,He thong thong tin,Truong CNTT&TT,Dang hoc,2022,2.79,81,Tran Thi B
20259365,Pham Van Quan,KHMT02-K68,28/09/2004,Nghe An,Nam,Tuyen thang,20.1,20259365@sis.hust.edu.vn,0985629754,So 138 Pho Chua Boc - Nghe An,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,3.16,17,Nguyen Van A
20259366,Pham Duy Khoa,KHMT02-K68,12/09/2007,Quang Ninh,Nam,Hoc ba,21.6,20259366@sis.hust.edu.vn,0932800544,So 114 Pho Chua Boc - Quang Ninh,An toan thong tin,Truong CNTT&TT,Canh cao,2025,3.96,43,Tran Thi B
20259367,Do Huu Nam,CNPM02-K67,24/01/2004,Nghe An,Nam,Danh gia nang luc,23.8,20259367@sis.hust.edu.vn,0974247776,So 149 Pho Chua Boc - Nghe An,Dien tu vien thong,Khoa Vien thong,Bao luu,2022,3.25,5,Hoang Duc E
20259368,Ly Quoc Khoa,ATTT03-K68,27/02/2004,Hue,Nu,Diem thi THPT,25.6,20259368@sis.hust.edu.vn,0966581291,So 8 Pho Chua Boc - Hue,An toan thong tin,Truong CNTT&TT,Dang hoc,2022,3.38,92,Pham Minh D
20259369,Ngo Huu Nam,ATTT03-K68,25/01/2006,Quang Ninh,Nam,Diem thi THPT,22.1,20259369@sis.hust.edu.vn,0984256420,So 129 Pho Chua Boc - Quang Ninh,Dien tu vien thong,Khoa Vien thong,Bao luu,2024,1.85,53,Pham Minh D
20259370,Ho Xuan Phong,KHMT01-K67,03/01/2006,Thai Binh,Nu,Diem thi THPT,24.7,20259370@sis.hust.edu.vn,0926865603,So 107 Pho Chua Boc - Thai Binh,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,2.62,133,Pham Minh D
20259371,Vu Van Trang,HTTT01-K68,10/12/2007,Thai Binh,Nam,Danh gia nang luc,29.7,20259371@sis.hust.edu.vn,0981267019,So 104 Pho Chua Boc - Thai Binh,Ky thuat may tinh,Khoa Dien tu,Canh cao,2025,3.08,49,Hoang Duc E
20259372,Dang Quang Dong,HTTT01-K68,16/01/2006,Bac Ninh,Nu,Diem thi THPT,29.9,20259372@sis.hust.edu.vn,0988167176,So 20 Pho Chua Boc - Bac Ninh,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2024,3.35,34,Tran Thi B
20259373,Ho Ngoc Yen,CNPM02-K67,05/12/2004,Hai Phong,Nam,Diem thi THPT,24.2,20259373@sis.hust.edu.vn,0930500780,So 147 Pho Chua Boc - Hai Phong,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2022,3.31,11,Nguyen Van A
20259374,Ho Van Son,KHMT01-K67,19/08/2006,TP HCM,Nu,Tuyen thang,22,20259374@sis.hust.edu.vn,0927058847,So 117 Pho Chua Boc - TP HCM,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2024,3.3,55,Hoang Duc E
20259375,Ngo Tuan Viet,CNPM01-K68,13/01/2005,Hue,Nam,Danh gia nang luc,26.4,20259375@sis.hust.edu.vn,0997263153,So 32 Pho Chua Boc - Hue,An toan thong tin,Truong CNTT&TT,Dang hoc,2023,2.1,5,Pham Minh D
20259376,Vu Quoc Tuan,ATTT03-K68,06/04/2004,Thai Nguyen,Nam,Hoc ba,23.7,20259376@sis.hust.edu.vn,0939191096,So 8 Pho Chua Boc - Thai Nguyen,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,2.83,79,Le Van C
20259377,Do Huu Phuc,KHMT02-K68,04/02/2005,Thai Binh,Nam,Danh gia nang luc,28.4,20259377@sis.hust.edu.vn,0965435929,So 112 Pho Chua Boc - Thai Binh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,2.18,139,Hoang Duc E
20259378,Do Quang Oanh,CTTT02-K68,08/06/2006,Thanh Hoa,Nu,Danh gia nang luc,25.5,20259378@sis.hust.edu.vn,0915844582,So 76 Pho Chua Boc - Thanh Hoa,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,3.78,66,Pham Minh D
20259379,Dang Thanh Phuc,CNPM01-K68,22/03/2005,Nam Dinh,Nam,Diem thi THPT,24.4,20259379@sis.hust.edu.vn,0941297406,So 122 Pho Chua Boc - Nam Dinh,An toan thong tin,Truong CNTT&TT,Bao luu,2023,2.08,57,Hoang Duc E
20259380,Vu Duc Binh,DTVT01-K68,20/01/2006,Can Tho,Nam,Tuyen thang,23.4,20259380@sis.hust.edu.vn,0956421335,So 68 Pho Chua Boc - Can Tho,An toan thong tin,Truong CNTT&TT,Canh cao,2024,1.21,13,Tran Thi B
20259381,Duong Ngoc Nam,CNPM01-K68,22/05/2004,Ha Noi,Nu,Danh gia nang luc,26.7,20259381@sis.hust.edu.vn,0988369337,So 59 Pho Chua Boc - Ha Noi,Dien tu vien thong,Khoa Vien thong,Dang hoc,2022,3.25,11,Tran Thi B
20259382,Ho Duc Dong,ATTT03-K68,26/10/2006,Ha Noi,Nu,Danh gia nang luc,28.4,20259382@sis.hust.edu.vn,0938824890,So 82 Pho Chua Boc - Ha Noi,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2024,3.42,48,Pham Minh D
20259383,Le Anh Tuan,ATTT03-K68,17/09/2006,Ha Noi,Nu,Diem thi THPT,20.9,20259383@sis.hust.edu.vn,0945300073,So 30 Pho Chua Boc - Ha Noi,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,3.78,134,Le Van C
20259384,Nguyen Huu Hung,CNPM01-K68,20/10/2005,TP HCM,Nam,Hoc ba,27.3,20259384@sis.hust.edu.vn,0931590076,So 1 Pho Chua Boc - TP HCM,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2023,2.47,110,Le Van C
20259385,Vu Anh Vy,HTTT01-K68,25/04/2005,Hai Phong,Nu,Tuyen thang,27.3,20259385@sis.hust.edu.vn,0950142871,So 23 Pho Chua Boc - Hai Phong,He thong thong tin,Truong CNTT&TT,Canh cao,2023,1.73,83,Le Van C
20259386,Le Duy Huy,DTVT01-K68,21/11/2005,Quang Nam,Nam,Tuyen thang,22.8,20259386@sis.hust.edu.vn,0910095532,So 63 Pho Chua Boc - Quang Nam,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,3.14,94,Le Van C
20259387,Vu Tuan Cuong,CNPM02-K67,22/02/2005,Quang Nam,Nu,Danh gia nang luc,25.2,20259387@sis.hust.edu.vn,0990268660,So 29 Pho Chua Boc - Quang Nam,An toan thong tin,Truong CNTT&TT,Dang hoc,2023,2.3,6,Le Van C
20259388,Do Duy Giang,ATTT03-K68,08/06/2004,Can Tho,Nu,Tuyen thang,27,20259388@sis.hust.edu.vn,0959118528,So 132 Pho Chua Boc - Can Tho,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,2.59,144,Le Van C
20259389,Ho Hai Huy,ATTT03-K68,05/07/2006,Can Tho,Nam,Diem thi THPT,28.5,20259389@sis.hust.edu.vn,0981659726,So 17 Pho Chua Boc - Can Tho,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,3.86,65,Pham Minh D
20259390,Le Thi Cuong,CTTT02-K68,18/07/2005,TP HCM,Nu,Hoc ba,29.8,20259390@sis.hust.edu.vn,0966486529,So 43 Pho Chua Boc - TP HCM,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,1.99,17,Le Van C
20259391,Ho Quoc Giang,DTVT01-K68,21/02/2006,Nghe An,Nu,Tuyen thang,29.6,20259391@sis.hust.edu.vn,0967867172,So 47 Pho Chua Boc - Nghe An,He thong thong tin,Truong CNTT&TT,Bao luu,2024,2.23,68,Pham Minh D
20259392,Do Quoc Vy,CNPM02-K67,10/03/2005,Quang Ninh,Nu,Tuyen thang,26.4,20259392@sis.hust.edu.vn,0934727046,So 78 Pho Chua Boc - Quang Ninh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,1.38,89,Nguyen Van A
20259393,Ly Thi Hai,CTTT02-K68,28/02/2006,Nam Dinh,Nu,Hoc ba,29.6,20259393@sis.hust.edu.vn,0936208623,So 110 Pho Chua Boc - Nam Dinh,Ky thuat may tinh,Khoa Dien tu,Canh cao,2024,2.08,120,Nguyen Van A
20259394,Ly Duy Mai,KHMT01-K67,08/10/2004,Quang Nam,Nu,Diem thi THPT,24.6,20259394@sis.hust.edu.vn,0964187136,So 69 Pho Chua Boc - Quang Nam,Ky thuat may tinh,Khoa Dien tu,Canh cao,2022,1.12,39,Le Van C
20259395,Ngo Duc Huy,KHMT01-K67,02/05/2005,Thai Nguyen,Nam,Tuyen thang,28.1,20259395@sis.hust.edu.vn,0936226635,So 11 Pho Chua Boc - Thai Nguyen,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,3.65,128,Tran Thi B
20259396,Tran Minh Phong,KHMT02-K68,27/05/2004,Nghe An,Nam,Danh gia nang luc,26.2,20259396@sis.hust.edu.vn,0946523556,So 7 Pho Chua Boc - Nghe An,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,1.03,79,Hoang Duc E
20259397,Duong Minh Phuc,KHMT01-K67,23/08/2007,Bac Ninh,Nu,Tuyen thang,20,20259397@sis.hust.edu.vn,0982312042,So 6 Pho Chua Boc - Bac Ninh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,2.9,103,Tran Thi B
20259398,Phan Quang Linh,KHMT02-K68,08/07/2005,Bac Ninh,Nu,Tuyen thang,29.9,20259398@sis.hust.edu.vn,0962322433,So 14 Pho Chua Boc - Bac Ninh,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2023,2.98,111,Hoang Duc E
20259399,Le Huu Phuong,KHMT02-K68,18/06/2006,Hai Phong,Nam,Diem thi THPT,21.6,20259399@sis.hust.edu.vn,0961927450,So 145 Pho Chua Boc - Hai Phong,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2024,3.7,119,Le Van C
20259400,Do Quoc Phong,ATTT03-K68,13/08/2006,Thai Binh,Nu,Tuyen thang,23.3,20259400@sis.hust.edu.vn,0984774657,So 29 Pho Chua Boc - Thai Binh,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2024,3.95,2,Le Van C
20259401,Ngo Anh Giang,HTTT01-K68,06/04/2007,Thanh Hoa,Nam,Hoc ba,20.1,20259401@sis.hust.edu.vn,0993763559,So 51 Pho Chua Boc - Thanh Hoa,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,3.98,30,Pham Minh D
20259402,Do Ngoc Trang,CTTT02-K68,09/11/2006,Hue,Nu,Danh gia nang luc,24.7,20259402@sis.hust.edu.vn,0911632867,So 126 Pho Chua Boc - Hue,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,3.62,47,Nguyen Van A
20259403,Vu Duy Nam,HTTT01-K68,07/11/2007,Bac Ninh,Nu,Tuyen thang,20.3,20259403@sis.hust.edu.vn,0959916343,So 60 Pho Chua Boc - Bac Ninh,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,1.15,21,Tran Thi B
20259404,Ngo Huu Anh,CNPM02-K67,06/05/2006,Can Tho,Nam,Hoc ba,22,20259404@sis.hust.edu.vn,0913146969,So 6 Pho Chua Boc - Can Tho,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2024,2.9,60,Hoang Duc E
20259405,Pham Duc Phuong,CTTT02-K68,05/07/2007,Nghe An,Nam,Diem thi THPT,22.1,20259405@sis.hust.edu.vn,0977330826,So 102 Pho Chua Boc - Nghe An,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2025,2.87,63,Nguyen Van A
20259406,Ho Huu Long,KHMT02-K68,21/09/2007,Thanh Hoa,Nam,Hoc ba,26.8,20259406@sis.hust.edu.vn,0936544903,So 81 Pho Chua Boc - Thanh Hoa,An toan thong tin,Truong CNTT&TT,Dang hoc,2025,2.18,36,Pham Minh D
20259407,Vu Thi Quan,CTTT02-K68,15/05/2007,Da Nang,Nu,Hoc ba,22.8,20259407@sis.hust.edu.vn,0947384656,So 56 Pho Chua Boc - Da Nang,Dien tu vien thong,Khoa Vien thong,Dang hoc,2025,2.18,74,Le Van C
20259408,Do Thanh Hung,HTTT01-K68,10/11/2005,Hai Phong,Nu,Hoc ba,23.5,20259408@sis.hust.edu.vn,0984806039,So 39 Pho Chua Boc - Hai Phong,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,1.99,48,Hoang Duc E
20259409,Nguyen Tuan Hanh,CNPM02-K67,25/05/2007,Bac Ninh,Nam,Hoc ba,27.3,20259409@sis.hust.edu.vn,0995863505,So 40 Pho Chua Boc - Bac Ninh,An toan thong tin,Truong CNTT&TT,Dang hoc,2025,1.22,149,Tran Thi B
20259410,Phan Thi Cuong,ATTT03-K68,18/04/2006,Thai Binh,Nu,Tuyen thang,20.9,20259410@sis.hust.edu.vn,0919629489,So 99 Pho Chua Boc - Thai Binh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2024,2.18,131,Pham Minh D
20259411,Pham Duc Nam,CTTT02-K68,22/07/2006,Nghe An,Nam,Diem thi THPT,25.3,20259411@sis.hust.edu.vn,0941365856,So 40 Pho Chua Boc - Nghe An,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,2.83,40,Hoang Duc E
20259412,Le Ngoc Long,KHMT02-K68,05/01/2005,TP HCM,Nu,Diem thi THPT,21.9,20259412@sis.hust.edu.vn,0989787512,So 145 Pho Chua Boc - TP HCM,Dien tu vien thong,Khoa Vien thong,Canh cao,2023,3.17,69,Nguyen Van A
20259413,Ho Van Long,CNPM02-K67,21/03/2005,Quang Ninh,Nam,Tuyen thang,28.4,20259413@sis.hust.edu.vn,0966889579,So 138 Pho Chua Boc - Quang Ninh,Ky thuat may tinh,Khoa Dien tu,Canh cao,2023,2.85,143,Nguyen Van A
20259414,Vu Thi Binh,CNPM01-K68,01/02/2006,Quang Nam,Nu,Danh gia nang luc,24,20259414@sis.hust.edu.vn,0926741089,So 124 Pho Chua Boc - Quang Nam,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2024,3.49,138,Le Van C
20259415,Dang Quoc Anh,KHMT02-K68,21/12/2007,Quang Ninh,Nam,Tuyen thang,25.5,20259415@sis.hust.edu.vn,0993372073,So 107 Pho Chua Boc - Quang Ninh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,1.54,106,Hoang Duc E
20259416,Tran Van Hai,DTVT01-K68,02/07/2004,Thai Nguyen,Nu,Danh gia nang luc,26.8,20259416@sis.hust.edu.vn,0952462589,So 120 Pho Chua Boc - Thai Nguyen,He thong thong tin,Truong CNTT&TT,Dang hoc,2022,1.74,134,Le Van C
20259417,Duong Anh Hung,ATTT03-K68,01/12/2007,Ha Tinh,Nu,Hoc ba,22.3,20259417@sis.hust.edu.vn,0989520433,So 124 Pho Chua Boc - Ha Tinh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,1.05,137,Hoang Duc E
20259418,Duong Thi Dong,HTTT01-K68,22/04/2004,Ha Noi,Nu,Diem thi THPT,26.1,20259418@sis.hust.edu.vn,0979963616,So 113 Pho Chua Boc - Ha Noi,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,2.95,129,Pham Minh D
20259419,Ho Quang Dung,ATTT03-K68,10/07/2005,Da Nang,Nam,Diem thi THPT,24.8,20259419@sis.hust.edu.vn,0931695866,So 85 Pho Chua Boc - Da Nang,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2023,3.73,9,Le Van C
20259420,Phan Van Trang,DTVT01-K68,16/06/2005,Thanh Hoa,Nam,Tuyen thang,26.5,20259420@sis.hust.edu.vn,0975841129,So 70 Pho Chua Boc - Thanh Hoa,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2023,1.2,38,Le Van C
20259421,Tran Quang Linh,CNPM01-K68,17/04/2006,Can Tho,Nam,Tuyen thang,21.9,20259421@sis.hust.edu.vn,0937290496,So 51 Pho Chua Boc - Can Tho,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2024,2.37,71,Le Van C
20259422,Ngo Quang Tuan,HTTT01-K68,27/04/2007,Da Nang,Nam,Diem thi THPT,24.1,20259422@sis.hust.edu.vn,0932074325,So 25 Pho Chua Boc - Da Nang,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2025,3.7,124,Pham Minh D
20259423,Bui Thi Phuong,DTVT01-K68,28/12/2007,Ha Noi,Nu,Hoc ba,27.6,20259423@sis.hust.edu.vn,0953320004,So 14 Pho Chua Boc - Ha Noi,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2025,1.57,72,Pham Minh D
20259424,Ly Hai Yen,CNPM02-K67,03/02/2005,Hai Phong,Nam,Hoc ba,27.7,20259424@sis.hust.edu.vn,0976863055,So 95 Pho Chua Boc - Hai Phong,An toan thong tin,Truong CNTT&TT,Canh cao,2023,1.21,4,Tran Thi B
20259425,Vu Tuan Giang,CTTT02-K68,19/06/2004,Can Tho,Nu,Tuyen thang,21.5,20259425@sis.hust.edu.vn,0944865188,So 104 Pho Chua Boc - Can Tho,Dien tu vien thong,Khoa Vien thong,Bao luu,2022,2.66,48,Hoang Duc E
20259426,Nguyen Quoc Khoa,CNPM02-K67,13/10/2004,Hue,Nu,Tuyen thang,26,20259426@sis.hust.edu.vn,0978138480,So 81 Pho Chua Boc - Hue,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,3.73,129,Le Van C
20259427,Pham Hai Phuong,KHMT01-K67,18/11/2004,Quang Nam,Nu,Hoc ba,29.4,20259427@sis.hust.edu.vn,0973143180,So 114 Pho Chua Boc - Quang Nam,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,3.56,109,Tran Thi B
20259428,Ngo Ngoc Oanh,ATTT03-K68,21/06/2006,Ha Tinh,Nam,Hoc ba,26.5,20259428@sis.hust.edu.vn,0970914865,So 83 Pho Chua Boc - Ha Tinh,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,1.21,128,Tran Thi B
20259429,Nguyen Van Phuong,KHMT02-K68,28/04/2006,Hue,Nam,Diem thi THPT,21.5,20259429@sis.hust.edu.vn,0947953281,So 126 Pho Chua Boc - Hue,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2024,2.45,92,Le Van C
20259430,Vu Tuan Long,DTVT01-K68,18/08/2004,Quang Nam,Nam,Tuyen thang,25.3,20259430@sis.hust.edu.vn,0918663655,So 18 Pho Chua Boc - Quang Nam,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,3.32,2,Tran Thi B
20259431,Phan Quang Binh,ATTT03-K68,21/12/2006,Thai Binh,Nu,Diem thi THPT,20.7,20259431@sis.hust.edu.vn,0952004537,So 147 Pho Chua Boc - Thai Binh,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,3.94,129,Tran Thi B
20259432,Hoang Hai Anh,KHMT01-K67,04/06/2004,Nghe An,Nu,Danh gia nang luc,23.1,20259432@sis.hust.edu.vn,0989405685,So 60 Pho Chua Boc - Nghe An,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,2.81,115,Pham Minh D
20259433,Ngo Minh Quan,KHMT02-K68,08/10/2007,TP HCM,Nu,Tuyen thang,25.7,20259433@sis.hust.edu.vn,0976562343,So 49 Pho Chua Boc - TP HCM,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,2.23,119,Nguyen Van A
20259434,Nguyen Thi Linh,ATTT03-K68,03/01/2005,Quang Ninh,Nu,Diem thi THPT,27.6,20259434@sis.hust.edu.vn,0999696942,So 8 Pho Chua Boc - Quang Ninh,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,3.85,140,Nguyen Van A
20259435,Dang Minh Linh,ATTT03-K68,18/05/2007,Thanh Hoa,Nam,Tuyen thang,21.4,20259435@sis.hust.edu.vn,0965918241,So 125 Pho Chua Boc - Thanh Hoa,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2025,2.7,32,Hoang Duc E
20259436,Hoang Ngoc Hanh,CNPM01-K68,19/05/2006,Da Nang,Nam,Tuyen thang,29.1,20259436@sis.hust.edu.vn,0924962809,So 115 Pho Chua Boc - Da Nang,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,1.78,80,Pham Minh D
